key,values
"['23', '15', '2014']","['29', '1']"
"['23', '15', '2015']","['21', '2']"
"['23', '15', '2016']","['39', '1']"
"['23', '15', '2017']","['29', '1']"
"['23', '15', '2018']","['19', '2']"
"['23', '15', '2019']","['12', '2']"
"['23', '15', '2020']","['16', '0']"
"['23', '15', '2021']","['5', '2']"
"['23', '15', '2022']","['8', '7']"
"['23', '15', '2023']","['9', '1']"
"['23', '16', '2008']","['16', '6']"
"['23', '16', '2009']","['21', '0']"
"['23', '16', '2010']","['15', '1']"
"['23', '16', '2011']","['26', '4']"
"['23', '16', '2012']","['32', '3']"
"['23', '16', '2013']","['42', '1']"
"['23', '16', '2014']","['41', '0']"
"['23', '16', '2015']","['38', '2']"
"['23', '16', '2016']","['46', '2']"
"['23', '16', '2017']","['36', '1']"
"['23', '16', '2018']","['20', '4']"
"['23', '16', '2019']","['6', '1']"
"['23', '16', '2020']","['13', '2']"
"['23', '16', '2021']","['17', '1']"
"['23', '16', '2022']","['16', '4']"
"['23', '16', '2023']","['15', '3']"
"['23', '17', '2008']","['17', '2']"
"['23', '17', '2009']","['14', '2']"
"['23', '17', '2010']","['21', '0']"
"['23', '17', '2011']","['42', '0']"
"['23', '17', '2012']","['23', '2']"
"['23', '17', '2013']","['34', '1']"
"['23', '17', '2014']","['28', '1']"
"['23', '17', '2015']","['50', '0']"
"['23', '17', '2016']","['62', '2']"
"['23', '17', '2017']","['52', '0']"
"['23', '17', '2018']","['21', '1']"
"['23', '17', '2019']","['14', '4']"
"['23', '17', '2020']","['13', '1']"
"['23', '17', '2021']","['8', '1']"
"['23', '17', '2022']","['9', '3']"
"['23', '17', '2023']","['11', '8']"
"['23', '18', '2008']","['10', '5']"
"['23', '18', '2009']","['12', '4']"
"['23', '18', '2010']","['21', '2']"
"['23', '18', '2011']","['17', '2']"
"['23', '18', '2012']","['25', '3']"
"['23', '18', '2013']","['37', '1']"
"['23', '18', '2014']","['23', '0']"
"['23', '18', '2015']","['25', '4']"
"['23', '18', '2016']","['71', '1']"
"['23', '18', '2017']","['108', '3']"
"['23', '18', '2018']","['37', '0']"
"['23', '18', '2019']","['17', '1']"
"['23', '18', '2020']","['11', '3']"
"['23', '18', '2021']","['12', '3']"
"['23', '18', '2022']","['10', '0']"
"['23', '18', '2023']","['9', '4']"
"['23', '19', '2008']","['21', '14']"
"['23', '19', '2009']","['15', '8']"
"['23', '19', '2010']","['13', '6']"
"['23', '19', '2011']","['21', '15']"
"['23', '19', '2012']","['18', '12']"
"['23', '19', '2013']","['25', '6']"
"['23', '19', '2014']","['31', '6']"
"['23', '19', '2015']","['24', '5']"
"['23', '19', '2016']","['39', '2']"
"['23', '19', '2017']","['42', '4']"
"['23', '19', '2018']","['73', '1']"
"['23', '19', '2019']","['32', '3']"
"['23', '19', '2020']","['5', '6']"
"['23', '19', '2021']","['14', '4']"
"['23', '19', '2022']","['10', '5']"
"['23', '19', '2023']","['8', '4']"
"['24', '0', '2008']","['8', '3']"
"['24', '0', '2009']","['16', '3']"
"['24', '0', '2010']","['27', '2']"
"['24', '0', '2011']","['22', '5']"
"['24', '0', '2012']","['20', '5']"
"['24', '0', '2013']","['18', '4']"
"['24', '0', '2014']","['22', '5']"
"['24', '0', '2015']","['28', '1']"
"['24', '0', '2016']","['32', '2']"
"['24', '0', '2017']","['31', '0']"
"['24', '0', '2018']","['15', '0']"
"['24', '0', '2019']","['20', '1']"
"['24', '0', '2020']","['13', '2']"
"['24', '0', '2021']","['16', '1']"
"['24', '0', '2022']","['20', '1']"
"['24', '0', '2023']","['20', '1']"
"['24', '1', '2008']","['43', '14']"
"['24', '1', '2009']","['33', '10']"
"['24', '1', '2010']","['45', '14']"
"['24', '1', '2011']","['38', '9']"
"['24', '1', '2012']","['54', '15']"
"['24', '1', '2013']","['35', '8']"
"['24', '1', '2014']","['44', '15']"
"['24', '1', '2015']","['59', '11']"
"['24', '1', '2016']","['71', '9']"
"['24', '1', '2017']","['80', '3']"
"['24', '1', '2018']","['48', '7']"
"['24', '1', '2019']","['45', '9']"
"['24', '1', '2020']","['36', '6']"
"['24', '1', '2021']","['32', '9']"
"['24', '1', '2022']","['45', '8']"
"['24', '1', '2023']","['36', '16']"
"['24', '2', '2008']","['45', '13']"
"['24', '2', '2009']","['41', '6']"
"['24', '2', '2010']","['41', '8']"
"['24', '2', '2011']","['40', '15']"
"['24', '2', '2012']","['46', '15']"
"['24', '2', '2013']","['43', '18']"
"['24', '2', '2014']","['42', '12']"
"['24', '2', '2015']","['39', '9']"
"['24', '2', '2016']","['52', '10']"
"['24', '2', '2017']","['55', '8']"
"['24', '2', '2018']","['57', '11']"
"['24', '2', '2019']","['36', '12']"
"['24', '2', '2020']","['31', '7']"
"['24', '2', '2021']","['32', '12']"
"['24', '2', '2022']","['41', '16']"
"['24', '2', '2023']","['44', '16']"
"['24', '3', '2008']","['21', '12']"
"['24', '3', '2009']","['32', '8']"
"['24', '3', '2010']","['18', '7']"
"['24', '3', '2011']","['41', '9']"
"['24', '3', '2012']","['35', '15']"
"['24', '3', '2013']","['37', '15']"
"['24', '3', '2014']","['39', '16']"
"['24', '3', '2015']","['45', '13']"
"['24', '3', '2016']","['50', '6']"
"['24', '3', '2017']","['67', '9']"
"['24', '3', '2018']","['41', '14']"
"['24', '3', '2019']","['47', '11']"
"['24', '3', '2020']","['23', '10']"
"['24', '3', '2021']","['35', '12']"
"['24', '3', '2022']","['46', '17']"
"['24', '3', '2023']","['44', '21']"
"['24', '4', '2008']","['30', '7']"
"['24', '4', '2009']","['31', '6']"
"['24', '4', '2010']","['36', '14']"
"['24', '4', '2011']","['33', '14']"
"['24', '4', '2012']","['38', '12']"
"['24', '4', '2013']","['30', '8']"
"['24', '4', '2014']","['33', '11']"
"['24', '4', '2015']","['31', '10']"
"['24', '4', '2016']","['56', '13']"
"['24', '4', '2017']","['59', '13']"
"['24', '4', '2018']","['36', '15']"
"['24', '4', '2019']","['39', '11']"
"['24', '4', '2020']","['23', '14']"
"['24', '4', '2021']","['32', '12']"
"['24', '4', '2022']","['29', '15']"
"['24', '4', '2023']","['37', '17']"
"['24', '5', '2008']","['21', '10']"
"['24', '5', '2009']","['28', '5']"
"['24', '5', '2010']","['42', '6']"
"['24', '5', '2011']","['28', '5']"
"['24', '5', '2012']","['40', '12']"
"['24', '5', '2013']","['38', '11']"
"['24', '5', '2014']","['36', '9']"
"['24', '5', '2015']","['44', '10']"
"['24', '5', '2016']","['59', '5']"
"['24', '5', '2017']","['63', '8']"
"['24', '5', '2018']","['56', '12']"
"['24', '5', '2019']","['39', '3']"
"['24', '5', '2020']","['25', '9']"
"['24', '5', '2021']","['28', '15']"
"['24', '5', '2022']","['36', '13']"
"['24', '5', '2023']","['48', '20']"
"['24', '6', '2008']","['46', '5']"
"['24', '6', '2009']","['27', '8']"
"['24', '6', '2010']","['34', '7']"
"['24', '6', '2011']","['21', '6']"
"['24', '6', '2012']","['39', '11']"
"['24', '6', '2013']","['42', '12']"
"['24', '6', '2014']","['33', '6']"
"['24', '6', '2015']","['44', '10']"
"['24', '6', '2016']","['49', '7']"
"['24', '6', '2017']","['60', '7']"
"['24', '6', '2018']","['51', '14']"
"['24', '6', '2019']","['40', '13']"
"['24', '6', '2020']","['25', '16']"
"['24', '6', '2021']","['30', '11']"
"['24', '6', '2022']","['46', '20']"
"['24', '6', '2023']","['37', '21']"
"['24', '7', '2008']","['25', '7']"
"['24', '7', '2009']","['24', '8']"
"['24', '7', '2010']","['29', '3']"
"['24', '7', '2011']","['33', '10']"
"['24', '7', '2012']","['29', '12']"
"['24', '7', '2013']","['38', '10']"
"['24', '7', '2014']","['36', '8']"
"['24', '7', '2015']","['39', '8']"
"['24', '7', '2016']","['58', '3']"
"['24', '7', '2017']","['61', '10']"
"['24', '7', '2018']","['44', '11']"
"['24', '7', '2019']","['33', '15']"
"['24', '7', '2020']","['17', '9']"
"['24', '7', '2021']","['28', '17']"
"['24', '7', '2022']","['21', '13']"
"['24', '7', '2023']","['35', '29']"
"['24', '8', '2008']","['25', '3']"
"['24', '8', '2009']","['19', '6']"
"['24', '8', '2010']","['30', '4']"
"['24', '8', '2011']","['23', '3']"
"['24', '8', '2012']","['34', '10']"
"['24', '8', '2013']","['40', '6']"
"['24', '8', '2014']","['33', '6']"
"['24', '8', '2015']","['33', '8']"
"['24', '8', '2016']","['40', '10']"
"['24', '8', '2017']","['54', '10']"
"['24', '8', '2018']","['37', '14']"
"['24', '8', '2019']","['29', '8']"
"['24', '8', '2020']","['17', '6']"
"['24', '8', '2021']","['26', '10']"
"['24', '8', '2022']","['35', '10']"
"['24', '8', '2023']","['36', '20']"
"['24', '9', '2008']","['25', '7']"
"['24', '9', '2009']","['27', '4']"
"['24', '9', '2010']","['23', '2']"
"['24', '9', '2011']","['31', '3']"
"['24', '9', '2012']","['34', '5']"
"['24', '9', '2013']","['44', '10']"
"['24', '9', '2014']","['37', '7']"
"['24', '9', '2015']","['32', '7']"
"['24', '9', '2016']","['54', '2']"
"['24', '9', '2017']","['66', '3']"
"['24', '9', '2018']","['34', '12']"
"['24', '9', '2019']","['55', '12']"
"['24', '9', '2020']","['13', '11']"
"['24', '9', '2021']","['30', '9']"
"['24', '9', '2022']","['25', '16']"
"['24', '9', '2023']","['37', '17']"
"['24', '10', '2008']","['22', '1']"
"['24', '10', '2009']","['24', '6']"
"['24', '10', '2010']","['23', '4']"
"['24', '10', '2011']","['24', '5']"
"['24', '10', '2012']","['33', '9']"
"['24', '10', '2013']","['37', '3']"
"['24', '10', '2014']","['35', '4']"
"['24', '10', '2015']","['36', '7']"
"['24', '10', '2016']","['47', '6']"
"['24', '10', '2017']","['57', '7']"
"['24', '10', '2018']","['41', '7']"
"['24', '10', '2019']","['32', '4']"
"['24', '10', '2020']","['19', '6']"
"['24', '10', '2021']","['24', '7']"
"['24', '10', '2022']","['35', '13']"
"['24', '10', '2023']","['33', '20']"
"['24', '11', '2008']","['25', '2']"
"['24', '11', '2009']","['12', '3']"
"['24', '11', '2010']","['26', '3']"
"['24', '11', '2011']","['23', '6']"
"['24', '11', '2012']","['32', '5']"
"['24', '11', '2013']","['39', '6']"
"['24', '11', '2014']","['40', '6']"
"['24', '11', '2015']","['33', '4']"
"['24', '11', '2016']","['35', '7']"
"['24', '11', '2017']","['58', '3']"
"['24', '11', '2018']","['39', '5']"
"['24', '11', '2019']","['38', '6']"
"['24', '11', '2020']","['17', '12']"
"['24', '11', '2021']","['28', '6']"
"['24', '11', '2022']","['20', '6']"
"['24', '11', '2023']","['34', '16']"
"['24', '12', '2008']","['19', '3']"
"['24', '12', '2009']","['22', '2']"
"['24', '12', '2010']","['30', '3']"
"['24', '12', '2011']","['18', '3']"
"['24', '12', '2012']","['27', '2']"
"['24', '12', '2013']","['35', '4']"
"['24', '12', '2014']","['34', '4']"
"['24', '12', '2015']","['44', '9']"
"['24', '12', '2016']","['32', '7']"
"['24', '12', '2017']","['51', '4']"
"['24', '12', '2018']","['34', '6']"
"['24', '12', '2019']","['28', '3']"
"['24', '12', '2020']","['28', '8']"
"['24', '12', '2021']","['30', '3']"
"['24', '12', '2022']","['25', '6']"
"['24', '12', '2023']","['27', '16']"
"['24', '13', '2008']","['27', '2']"
"['24', '13', '2009']","['26', '3']"
"['24', '13', '2010']","['23', '3']"
"['24', '13', '2011']","['27', '3']"
"['24', '13', '2012']","['34', '6']"
"['24', '13', '2013']","['47', '3']"
"['24', '13', '2014']","['40', '4']"
"['24', '13', '2015']","['35', '5']"
"['24', '13', '2016']","['36', '5']"
"['24', '13', '2017']","['52', '5']"
"['24', '13', '2018']","['43', '8']"
"['24', '13', '2019']","['31', '3']"
"['24', '13', '2020']","['10', '3']"
"['24', '13', '2021']","['19', '3']"
"['24', '13', '2022']","['27', '6']"
"['24', '13', '2023']","['23', '14']"
"['24', '14', '2008']","['24', '6']"
"['24', '14', '2009']","['32', '5']"
"['24', '14', '2010']","['25', '4']"
"['24', '14', '2011']","['39', '3']"
"['24', '14', '2012']","['34', '2']"
"['24', '14', '2013']","['44', '2']"
"['24', '14', '2014']","['42', '7']"
"['24', '14', '2015']","['38', '8']"
"['24', '14', '2016']","['54', '3']"
"['24', '14', '2017']","['63', '5']"
"['24', '14', '2018']","['46', '6']"
"['24', '14', '2019']","['32', '6']"
"['24', '14', '2020']","['17', '4']"
"['24', '14', '2021']","['24', '9']"
"['24', '14', '2022']","['22', '5']"
"['24', '14', '2023']","['23', '9']"
"['24', '15', '2008']","['29', '5']"
"['24', '15', '2009']","['38', '4']"
"['24', '15', '2010']","['36', '5']"
"['24', '15', '2011']","['36', '1']"
"['24', '15', '2012']","['68', '4']"
"['24', '15', '2013']","['54', '5']"
"['24', '15', '2014']","['51', '2']"
"['24', '15', '2015']","['53', '0']"
"['24', '15', '2016']","['47', '1']"
"['24', '15', '2017']","['63', '3']"
"['24', '15', '2018']","['37', '6']"
"['24', '15', '2019']","['43', '4']"
"['24', '15', '2020']","['17', '5']"
"['24', '15', '2021']","['19', '1']"
"['24', '15', '2022']","['27', '3']"
"['24', '15', '2023']","['28', '9']"
"['24', '16', '2008']","['37', '3']"
"['24', '16', '2009']","['55', '2']"
"['24', '16', '2010']","['54', '2']"
"['24', '16', '2011']","['84', '8']"
"['24', '16', '2012']","['76', '2']"
"['24', '16', '2013']","['72', '0']"
"['24', '16', '2014']","['86', '1']"
"['24', '16', '2015']","['61', '0']"
"['24', '16', '2016']","['81', '3']"
"['24', '16', '2017']","['89', '5']"
"['24', '16', '2018']","['50', '6']"
"['24', '16', '2019']","['33', '2']"
"['24', '16', '2020']","['32', '3']"
"['24', '16', '2021']","['19', '4']"
"['24', '16', '2022']","['17', '2']"
"['24', '16', '2023']","['25', '4']"
"['24', '17', '2008']","['44', '7']"
"['24', '17', '2009']","['79', '1']"
"['24', '17', '2010']","['55', '6']"
"['24', '17', '2011']","['67', '1']"
"['24', '17', '2012']","['86', '2']"
"['24', '17', '2013']","['79', '3']"
"['24', '17', '2014']","['97', '3']"
"['24', '17', '2015']","['63', '5']"
"['24', '17', '2016']","['96', '5']"
"['24', '17', '2017']","['105', '3']"
"['24', '17', '2018']","['58', '1']"
"['24', '17', '2019']","['28', '2']"
"['24', '17', '2020']","['26', '1']"
"['24', '17', '2021']","['25', '1']"
"['24', '17', '2022']","['18', '0']"
"['24', '17', '2023']","['19', '6']"
"['24', '18', '2008']","['40', '2']"
"['24', '18', '2009']","['38', '3']"
"['24', '18', '2010']","['34', '4']"
"['24', '18', '2011']","['52', '5']"
"['24', '18', '2012']","['37', '2']"
"['24', '18', '2013']","['51', '2']"
"['24', '18', '2014']","['59', '3']"
"['24', '18', '2015']","['50', '0']"
"['24', '18', '2016']","['99', '3']"
"['24', '18', '2017']","['243', '5']"
"['24', '18', '2018']","['82', '2']"
"['24', '18', '2019']","['35', '4']"
"['24', '18', '2020']","['25', '2']"
"['24', '18', '2021']","['19', '1']"
"['24', '18', '2022']","['19', '4']"
"['24', '18', '2023']","['25', '6']"
"['24', '19', '2008']","['33', '16']"
"['24', '19', '2009']","['25', '14']"
"['24', '19', '2010']","['52', '38']"
"['24', '19', '2011']","['46', '15']"
"['24', '19', '2012']","['45', '25']"
"['24', '19', '2013']","['41', '11']"
"['24', '19', '2014']","['48', '8']"
"['24', '19', '2015']","['44', '9']"
"['24', '19', '2016']","['56', '5']"
"['24', '19', '2017']","['63', '7']"
"['24', '19', '2018']","['122', '11']"
"['24', '19', '2019']","['93', '5']"
"['24', '19', '2020']","['26', '3']"
"['24', '19', '2021']","['20', '2']"
"['24', '19', '2022']","['22', '8']"
"['24', '19', '2023']","['30', '4']"
"['25', '0', '2008']","['21', '4']"
"['25', '0', '2009']","['20', '6']"
"['25', '0', '2010']","['25', '4']"
"['25', '0', '2011']","['22', '5']"
"['25', '0', '2012']","['29', '2']"
"['25', '0', '2013']","['18', '3']"
"['25', '0', '2014']","['29', '2']"
"['25', '0', '2015']","['24', '2']"
"['25', '0', '2016']","['46', '4']"
"['25', '0', '2017']","['64', '1']"
"['25', '0', '2018']","['20', '1']"
"['25', '0', '2019']","['17', '0']"
"['25', '0', '2020']","['17', '2']"
"['25', '0', '2021']","['12', '1']"
"['25', '0', '2022']","['14', '3']"
"['25', '0', '2023']","['15', '0']"
"['25', '1', '2008']","['53', '18']"
"['25', '1', '2009']","['34', '15']"
"['25', '1', '2010']","['54', '7']"
"['25', '1', '2011']","['44', '12']"
"['25', '1', '2012']","['54', '15']"
"['25', '1', '2013']","['42', '10']"
"['25', '1', '2014']","['52', '13']"
"['25', '1', '2015']","['55', '14']"
"['25', '1', '2016']","['84', '9']"
"['25', '1', '2017']","['117', '4']"
"['25', '1', '2018']","['65', '9']"
"['25', '1', '2019']","['36', '4']"
"['25', '1', '2020']","['41', '5']"
"['25', '1', '2021']","['42', '2']"
"['25', '1', '2022']","['33', '7']"
"['25', '1', '2023']","['29', '7']"
"['25', '2', '2008']","['40', '12']"
"['25', '2', '2009']","['27', '15']"
"['25', '2', '2010']","['44', '11']"
"['25', '2', '2011']","['44', '11']"
"['25', '2', '2012']","['49', '13']"
"['25', '2', '2013']","['37', '16']"
"['25', '2', '2014']","['39', '5']"
"['25', '2', '2015']","['41', '10']"
"['25', '2', '2016']","['78', '6']"
"['25', '2', '2017']","['89', '6']"
"['25', '2', '2018']","['53', '7']"
"['25', '2', '2019']","['36', '9']"
"['25', '2', '2020']","['24', '6']"
"['25', '2', '2021']","['31', '7']"
"['25', '2', '2022']","['30', '5']"
"['25', '2', '2023']","['25', '14']"
"['25', '3', '2008']","['39', '12']"
"['25', '3', '2009']","['16', '10']"
"['25', '3', '2010']","['40', '16']"
"['25', '3', '2011']","['25', '11']"
"['25', '3', '2012']","['40', '10']"
"['25', '3', '2013']","['47', '12']"
"['25', '3', '2014']","['47', '10']"
"['25', '3', '2015']","['43', '16']"
"['25', '3', '2016']","['56', '7']"
"['25', '3', '2017']","['93', '11']"
"['25', '3', '2018']","['43', '10']"
"['25', '3', '2019']","['40', '10']"
"['25', '3', '2020']","['21', '9']"
"['25', '3', '2021']","['24', '12']"
"['25', '3', '2022']","['31', '7']"
"['25', '3', '2023']","['25', '10']"
"['25', '4', '2008']","['31', '13']"
"['25', '4', '2009']","['30', '8']"
"['25', '4', '2010']","['41', '11']"
"['25', '4', '2011']","['39', '14']"
"['25', '4', '2012']","['46', '10']"
"['25', '4', '2013']","['41', '11']"
"['25', '4', '2014']","['40', '11']"
"['25', '4', '2015']","['38', '12']"
"['25', '4', '2016']","['65', '6']"
"['25', '4', '2017']","['92', '7']"
"['25', '4', '2018']","['55', '7']"
"['25', '4', '2019']","['35', '9']"
"['25', '4', '2020']","['19', '6']"
"['25', '4', '2021']","['27', '12']"
"['25', '4', '2022']","['22', '11']"
"['25', '4', '2023']","['27', '16']"
"['25', '5', '2008']","['34', '3']"
"['25', '5', '2009']","['33', '12']"
"['25', '5', '2010']","['27', '8']"
"['25', '5', '2011']","['38', '7']"
"['25', '5', '2012']","['42', '14']"
"['25', '5', '2013']","['53', '9']"
"['25', '5', '2014']","['43', '13']"
"['25', '5', '2015']","['39', '8']"
"['25', '5', '2016']","['69', '10']"
"['25', '5', '2017']","['83', '9']"
"['25', '5', '2018']","['45', '4']"
"['25', '5', '2019']","['30', '13']"
"['25', '5', '2020']","['26', '10']"
"['25', '5', '2021']","['24', '5']"
"['25', '5', '2022']","['27', '11']"
"['25', '5', '2023']","['26', '15']"
"['25', '6', '2008']","['24', '11']"
"['25', '6', '2009']","['28', '5']"
"['25', '6', '2010']","['42', '6']"
"['25', '6', '2011']","['38', '13']"
"['25', '6', '2012']","['44', '11']"
"['25', '6', '2013']","['52', '13']"
"['25', '6', '2014']","['41', '10']"
